입찰일시,실수요기관,공고명,Min,Max,물동량 평균,용역기간(개월),계약 기간 내,월 평균 환산,Min.1,Max.1,중앙값,평균,입찰결과_1순위,2순위,3순위,4순위,입찰금액_1순위,2순위.1,3순위.1,4순위.1,예가 대비,2순위 대비,Unnamed: 24,Unnamed: 25,개찰완료,단독응찰,직접진행,Revenue,Period,Rev/Month,Bubble size
2024-11-01 00:00:00,한국교직원공제회,한국교직원공제회 보험콜센터(TM) 위탁운영 용역,70,70,70,36.0,"11,376,000,000","316,000,000","4,514,286","4,514,286","4,514,286","4,514,286",(주)한국고용정보,주식회사 휴넥트,주식회사 트랜스코스모스코리아,,10621414966,10693536480,,,93%,-0.70%,,,,,,,,,
2024-11-01 00:00:00,한국보건복지인재원,2025년 한국보건복지인재원 콜센터 위탁,8,8,8,9.0,"280,000,000","31,111,111","3,888,889","3,888,889","3,888,889","3,888,889",주식회사 트랜스코스모스코리아,주식회사 한국클라우드,,,268061622,272720901,,,96%,-1.70%,,,,,,,,,
2024-11-01 00:00:00,한국부동산원,2025년 건축행정시스템(세움터) 콜센터 유지관리 용역,14,14,14,12.0,"740,000,000","61,666,667","4,404,762","4,404,762","4,404,762","4,404,762",주식회사 씨케이인포,엘비유세스 주식회사,동유주식회사,,"672,727,273",,,,91%,100.00%,,,,,,,,,
2024-11-01 00:00:00,한국부동산원,25년 부동산거래 전자계약시스템 콜센터,5,5,5,12.0,"226,500,000","18,875,000","3,775,000","3,775,000","3,775,000","3,775,000",주식회사 텔레앤테크,(주)큐앤에이네트웍스,주식회사 콜포유,,"205,909,091",,,,91%,100.00%,,,,,,,,,
2024-11-01 00:00:00,한국산업기술진흥협회,2025년 기업공감원스톱지원센터 콜센터 위탁운영,12,12,12,12.0,"851,900,000","70,991,667","5,915,972","5,915,972","5,915,972","5,915,972",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-11-01 00:00:00,한국생산성본부,KPC자격 콜센터 위탁운영 용역,4,4,4,12.0,"140,000,000","11,666,667","2,916,667","2,916,667","2,916,667","2,916,667",,,,,,,,,0%,#DIV/0!,공고기관 직접 집행,,,,,,,,
2024-11-01 00:00:00,한국예술인복지재단,예술인생활안정자금(융자)사업 전담 콜센터 위탁운영,2,2,2,24.0,"171,000,000","7,125,000","3,562,500","3,562,500","3,562,500","3,562,500",주식회사 텔레앤테크,주식회사 콜포유,,,169782970,170854829,,,99%,-0.60%,,,,,,,,,
2024-11-01 00:00:00,한국예술인복지재단,2025~2026년 한국예술인복지재단 고객상담센터 위탁운영,10,10,10,24.0,"985,298,000","41,054,083","4,105,408","4,105,408","4,105,408","4,105,408",주식회사 한국클라우드,주식회사 텔레앤테크,,,964663085,976104072,,,98%,-1.20%,,,,,,,,,
2024-11-01 00:00:00,한국전력공사,25년 정부 정책사업 고객센터 위탁용역,37,37,37,12.0,"1,944,921,976","162,076,831","4,380,455","4,380,455","4,380,455","4,380,455",,,,,,,,,0%,#DIV/0!,개찰내역없음,,,,,,,,
2024-11-01 00:00:00,한국조폐공사,한국조폐공사 디지털 온누리상품권 콜센터 위탁 운영 용역,14,14,14,24.0,"1,198,000,000","49,916,667","3,565,476","3,565,476","3,565,476","3,565,476",주식회사 핑거프라임,나이스신용정보 주식회사,주식회사 콜포유,,1160392800,1193596800,1193544000,,97%,-2.90%,,,,,,,,,
2024-11-01 00:00:00,한국지역정보개발원,2025년 KLID 통합콜센터 운영,492,492,492,12.0,"2,215,242,000","184,603,500","375,210","375,210","375,210","375,210",주식회사 메타엠,엘비유세스 주식회사,,,2108910000,2106000000,,,95%,0.10%,,,,,,,,,
2024-11-01 00:00:00,한국지역정보개발원,2025년 통합지방재정시스템 콜센터 운영 ,"1,164.00","1,164.00","1,164.00",12.0,"5,622,902,000","468,575,167","402,556","402,556","402,556","402,556",대성글로벌네트웍(주),효성아이티엑스 주식회사,,,5373574800,5459102880,,,96%,-1.60%,,,,,,,,,
2024-11-01 00:00:00,한국환경산업기술원,탄소중립포인트 제도 민원 상담서비스 운영,4,4,4,12.0,"225,000,000","18,750,000","4,687,500","4,687,500","4,687,500","4,687,500",주식회사 텔레앤테크,주식회사 한국클라우드,,,216818980,210181078,,,96%,3.10%,,,,,,,,,
2024-12-01 00:00:00,(재)한국에너지재단,2025년 에너지효율개선사업 콜센터 위탁 운영,3,3,3,12.0,"156,000,000","13,000,000","4,333,333","4,333,333","4,333,333","4,333,333",(주)큐앤에이네트웍스,(주)아이앤씨에스,,,"141,818,182",,,,91%,100.00%,,,,,,,,,
2024-12-01 00:00:00,경기교통공사,경기도 어린이청소년교통비 지원사업 콜센터 운영 용역,7,7,7,12.0,"377,171,000","31,430,917","4,490,131","4,490,131","4,490,131","4,490,131",주식회사위드플러스시스템,주식회사 엠디엠자산관리,정호시스템,신우티엠 주식회사,333460000,333542460,333645139,333693800,88%,0.00%,참여 업체수 179건,,,,,,,,
2024-12-01 00:00:00,경기교통공사,2025년 경기도 광역이동지원센터 콜센터 운영 용역,100,100,100,12.0,"5,500,000,000","458,333,333","4,583,333","4,583,333","4,583,333","4,583,333",주식회사 한국클라우드,주식회사 트랜스코스모스코리아,주식회사 케이티아이에스,,"5,160,483,240",4472778954,5305214587,,94%,13.30%,,,,,,,,,
2024-12-01 00:00:00,경기주택도시공사,경기도 전세피해지원센터 고객지원센터 운영 용역,4,4,4,12.0,"248,307,000","20,692,250","5,173,063","5,173,063","5,173,063","5,173,063",주식회사에스엔티,일호개발,주식회사 대각산업,주식회사 대신기업,,214159300,214161780,214163140,0%,#DIV/0!,참여 업체수 328건,,,,,,,,
2024-12-01 00:00:00,경기주택도시공사,2025년 콜센터 운영 위탁 용역,6,6,6,12.0,"385,059,000","32,088,250","5,348,042","5,348,042","5,348,042","5,348,042",에이비컴퍼니주식회사,주식회사 지에스아웃소싱,주식회사 캐미코,주식회사 국성,342918000,344714810,335050540,336587060,89%,-0.50%,참여 업체수 26건,,,,,,,,
2024-12-01 00:00:00,국가평생교육진흥원,학점은행제-독학학위제 콜센터 운영 위탁,27,49,38,24.0,"3,160,000,000","131,666,667","4,876,543","2,687,075","3,781,809","3,464,912",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-12-01 00:00:00,사단법인 굿네이버스 인터내셔날,2025년 굿네이버스 통합콜센터 용역,100,100,100,12.0,"300,000,000","25,000,000","250,000","250,000","250,000","250,000",씨알엠삼육오,주식회사 헬퍼스하이,,,300000000,299992000,,,100%,0.00%,,,,,,,,,
2024-12-01 00:00:00,사단법인 굿네이버스 인터내셔날,2025년 굿네이버스 통합콜센터 용역,16,16,16,12.0,"700,000,000","58,333,333","3,645,833","3,645,833","3,645,833","3,645,833",,,,,,,,,0%,#DIV/0!,개찰중,,,,,,,,
2024-12-01 00:00:00,사회복지법인어린이재단,초록우산 아웃바운드 콜센터 위탁 용역,22,22,22,24.0,"2,000,000,000","83,333,333","3,787,879","3,787,879","3,787,879","3,787,879",주식회사 엠피씨플러스,주식회사 제이앤비컨설팅,주식회사 헬퍼스하이,,1996947993,1763402688,2000000000,,100%,11.70%,,,,,,,,,
2024-12-01 00:00:00,서민금융진흥원,서민금융콜센터(청년도약계좌) 위탁운영,95,95,95,24.0,"8,648,934,960","360,372,290","3,793,393","3,793,393","3,793,393","3,793,393",(주)케이티씨에스,엠지신용정보 주식회사,효성아이티엑스 주식회사,나이스신용정보 주식회사,"7,862,668,145",,,,91%,100.00%,,,,,,,,,
2024-12-01 00:00:00,서민금융진흥원,1397서민금융콜센터 위탁운영,148,148,148,24.0,"14,150,889,624","589,620,401","3,983,922","3,983,922","3,983,922","3,983,922",효성아이티엑스 주식회사,엠지신용정보 주식회사,(주)케이티씨에스,고려신용정보주식회사,"12,864,445,113",,,,91%,100.00%,,,,,,,,,
2024-12-01 00:00:00,재단법인 경상북도경제진흥원,「2025년 경상북도 소상공인 상담센터 운영 용역』,2,2,2,12.0,"99,000,000","8,250,000","4,125,000","4,125,000","4,125,000","4,125,000",,,,,,,,,0%,#DIV/0!,단독응찰,,,,,,,,
2024-12-01 00:00:00,재단법인 서울관광재단,2025~2026 디스커버서울패스 고객센터 운영,6,10,8,24.0,"419,260,000","17,469,167","2,911,528","1,746,917","2,329,222","2,183,646",주식회사 라이온코리아,주식회사 프리미엄패스인터내셔널,퍼실리티 매니지먼트주식회사,,"381,145,455",,,,91%,100.00%,,,,,,,,,
2024-12-01 00:00:00,재단법인 청와대재단,2025년 청와대 콜센터 운영 용역,5,5,5,12.0,"272,000,000","22,666,667","4,533,333","4,533,333","4,533,333","4,533,333",주식회사 텔레앤테크,주식회사 콜포유,,,265111330,269055600,,,97%,-1.50%,,,,,,,,,
2024-12-01 00:00:00,재단법인경기도시장상권진흥원,2025년 종합상담 콜센터 운영 용역,9,9,9,12.0,"495,787,000","41,315,583","4,590,620","4,590,620","4,590,620","4,590,620",엠지신용정보 주식회사,에프앤유신용정보 주식회사,,,492527040,494530200,,,99%,-0.40%,,,,,,,,,
2024-12-01 00:00:00,(주)공영홈쇼핑,공영홈쇼핑 IT 헬프데스크 운영 용역,2,2,2,29.0,"328,025,330","11,311,218","5,655,609","5,655,609","5,655,609","5,655,609",주식회사 한국클라우드,주식회사 아이엔소프트,,,308885218,321420000,,,94%,-4.10%,,,,,,,,,
2024-12-01 00:00:00,한국교육학술정보원,2025년 나이스 중앙상담센터 위탁운영,163,163,163,12.0,"750,478,000","62,539,833","383,680","383,680","383,680","383,680",효성아이티엑스 주식회사,(주)케이티씨에스,대성글로벌네트웍(주),주식회사 메타엠,730734323,744120300,715200000,723798900,97%,-1.80%,,,,,,,,,
2024-12-01 00:00:00,한국데이터산업진흥원,2025년 K-DATA 통합 고객센터 위탁 운영 용역,5,5,5,12.0,"169,657,590","14,138,133","2,827,627","2,827,627","2,827,627","2,827,627",,,,,,,,,0%,#DIV/0!,단일응찰,,,,,,,,
2024-12-01 00:00:00,한국에너지공단,25년 부동산 거래신고 통합 콜센터,22,22,22,12.0,"1,084,000,000","90,333,333","4,106,061","4,106,061","4,106,061","4,106,061",(주)케이티씨에스,주식회사 콜포유,,,"985,454,545",,,,91%,100.00%,,,,,,,,,
2024-12-01 00:00:00,한국부동산원,2025년 에너지사용량신고 콜센터 운영,6,6,6,5.0,"109,000,000","21,800,000","3,633,333","3,633,333","3,633,333","3,633,333",(주)아이앤씨에스,주식회사 콜포유,,,106000000,106750539,,,97%,-0.70%,,,,,,,,,
2024-12-01 00:00:00,한국환경공단,2025년 Allbaro 및 폐기물처분부담금 협업콜센터 위탁운영,6,22,14,5.0,"324,812,000","64,962,400","10,827,067","2,952,836","6,889,952","4,640,171",태승종합관리,주식회사 비디에스종합관리,우리산업시설관리 주식회사,정호시스템,277335690,"277,337,410",277352190,277363560,85%,0.00%,참여 업체수 329건,,,,,,,,
2023-01-01 00:00:00,(재)한국에너지재단,2023년도 저소득층 에너지효율개선사업 콜센터 위탁 운영 용역,3,3,3,11.0,"145,260,000","13,205,455","4,401,818","4,401,818","4,401,818","4,401,818",(주)아이앤씨에스,주식회사 인사이드잡,,,,,,,0%,#DIV/0!,,,1.0,,,"145,260,000",11.0,"13,205,455",3.0
2023-01-01 00:00:00,경기복지재단,청년 노동자 통장 콜센터 운영,5,21,13,12.0,"281,000,000","23,416,667","4,683,333","1,115,079","2,899,206","1,801,282",주식회사 콜포유,주식회사 한국클라우드,주식회사 인사이드잡,주식회사 위니아에이드,"280,310,800","279,268,000","262,537,122","241,951,424",100%,0.40%,참여업체수 5건 (엠지신용정보 주식회사 등),,1.0,,,"280,310,800",12.0,"23,359,233",3.0
2023-01-01 00:00:00,근로복지공단본부,퇴직연금 콜센터 상담용역 (퇴직연금계획부),10,10,10,5.0,"208,000,000","41,600,000","4,160,000","4,160,000","4,160,000","4,160,000",주식회사 한국클라우드,주식회사 텔레앤테크,주식회사 콜포유,,"205,671,807","204,959,713","207,702,000",,99%,0.30%,,,1.0,,,"205,671,807",5.0,"41,134,361",2.0
2023-01-01 00:00:00,대검찰청,1301검찰콜센터 상담인력 위탁용역,8,8,8,12.0,"327,000,000","27,250,000","3,406,250","3,406,250","3,406,250","3,406,250",주식회사 케이티아이에스,엘비유세스 주식회사,주식회사 휴넥트,,"325,829,388","326,837,000","325,522,717",,100%,-0.30%,,,1.0,,,"325,829,388",12.0,"27,152,449",3.0
2023-01-01 00:00:00,더케이교직원나라(주),더케이교직원나라 고객센터 위탁운영 용역계약,17,17,17,36.0,"2,068,414,547","57,455,960","3,379,762","3,379,762","3,379,762","3,379,762",주식회사 트랜스코스모스코리아,주식회사 제니엘,주식회사 휴넥트,주식회사 케이티아이에스,"2,015,692,800","2,046,695,200","2,042,451,176","2,059,897,225",97%,-1.50%,"참여업체수 9건 (효성아이티엑스 주식회사, (주)유니에스, (주)한국고용정보, 에프앤유신용정보 주식회사, 주식회사 엠피씨플러스 등)",,1.0,,,"2,015,692,800",36.0,"55,991,467",6.0
2023-01-01 00:00:00,아동권리보장원,2023년 아동학대예방교육 실적 관리 및 콜센터 운영,3,3,3,11.0,"139,000,000","12,636,364","4,212,121","4,212,121","4,212,121","4,212,121",(주)큐앤에이네트웍스,주식회사 콜포유,주식회사 브랜드콘텐츠,,"133,560,000","137,843,200","125,100,000",,96%,-3.20%,,,1.0,,,"133,560,000",11.0,"12,141,818",3.0
2023-01-01 00:00:00,아이비케이연금보험㈜,IBK연금보험 콜센터 상담인력 아웃소싱 운영,18,18,18,24.0,"830,000,000","34,583,333","1,921,296","1,921,296","1,921,296","1,921,296",공고기관 직접 집행,,,,,,,,0%,#DIV/0!,,,,,1.0,"830,000,000",24.0,"34,583,333",5.0
2023-01-01 00:00:00,한국교육방송공사,2023~2026년 EBS 고객센터 업무대행 운영 업체 선정,30,30,30,36.0,"4,187,700,000","116,325,000","3,877,500","3,877,500","3,877,500","3,877,500",유찰-단독응찰,,,,,,,,0%,#DIV/0!,,,,1.0,,"4,187,700,000",36.0,"116,325,000",6.0
2023-01-01 00:00:00,한국콘텐츠진흥원,2023 콘텐츠 민원상담창구 운영 위탁용역,5,5,5,10.0,"174,153,900","17,415,390","3,483,078","3,483,078","3,483,078","3,483,078",공고기관 직접 집행,,,,,,,,0%,#DIV/0!,,,,,1.0,"174,153,900",10.0,"17,415,390",3.0
2023-02-01 00:00:00,㈜공영홈쇼핑,공영홈쇼핑 제1고객센터(상암) 업무 위탁 운영 사업자 선정,256,256,256,24.0,"25,366,967,372","1,056,956,974","4,128,738","4,128,738","4,128,738","4,128,738",주식회사 케이에스한국고용정보,(주)케이티씨에스,주식회사 케이티아이에스,(주)유베이스,,,,,0%,#DIV/0!,"참여업체수 9건 ((주)윌앤비전, 주식회사 휴넥트, 주식회사 메타엠, 대성글로벌네트웍(주), (주)유니에스 등)",,1.0,,,"25,366,967,372",24.0,"1,056,956,974",5.0
2023-02-01 00:00:00,㈜공영홈쇼핑,공영홈쇼핑 제2고객센터(구로) 업무 위탁 운영 사업자 선정,131,131,131,24.0,"13,212,277,958","550,511,582","4,202,378","4,202,378","4,202,378","4,202,378",(주)케이티씨에스,주식회사 케이티아이에스,(주)유베이스,(주)유니에스,,,,,0%,#DIV/0!,"참여업체수 11건 ((주)윌앤비전, 주식회사 케이에스한국고용정보, 주식회사 메타엠, 주식회사 휴넥트, 대성글로벌네트웍(주), 인트로맨(주), 에프앤유신용정보 주식회사 등)",,1.0,,,"13,212,277,958",24.0,"550,511,582",5.0
2023-02-01 00:00:00,광주광역시 도시공사,임대주택 콜센터 설치 및 운영 위탁 용역,5,5,5,12.0,"283,322,490","23,610,208","4,722,042","4,722,042","4,722,042","4,722,042",(주)케이티씨에스,주식회사 브랜드콘텐츠,주식회사 콜포유,,"282,122,947","254,990,241","282,783,600",,100%,9.60%,,,1.0,,,"282,122,947",12.0,"23,510,246",3.0
2023-02-01 00:00:00,국세청 국세상담센터,2022년 귀속 종합소득세 및 장려세제 상담 위탁운영,40,50,45,2.0,"333,990,000","166,995,000","4,174,875","3,339,900","3,757,388","3,711,000",대성글로벌네트웍(주),,,,"330,147,278",,,,99%,100.00%,"단독응찰로 인한 유찰, 수의계약 전환",,1.0,,,"330,147,278",2.0,"165,073,639",1.0
2023-02-01 00:00:00,국세청 국세상담센터,2022년 귀속 종합소득세 홈택스 임시상담 위탁운영,100,100,100,1.5,"459,900,000","306,600,000","3,066,000","3,066,000","3,066,000","3,066,000",주식회사 제니엘,,,,"455,200,000",,,,99%,100.00%,"단독응찰로 인한 유찰, 수의계약 전환",,1.0,,,"455,200,000",1.5,"303,466,667",1.0
2023-02-01 00:00:00,대한소방공제회,대한소방공제회 회원상담 콜센터 도급 운영,2,2,2,12.0,"90,000,000","7,500,000","3,750,000","3,750,000","3,750,000","3,750,000",공고기관 직접 집행,,,,,,,,0%,#DIV/0!,,,,,1.0,"90,000,000",12.0,"7,500,000",3.0
2023-02-01 00:00:00,대한지방행정공제회,대한지방행정공제회 회원상담 콜센터 운영 용역,14,14,14,36.0,"2,101,839,000","58,384,417","4,170,315","4,170,315","4,170,315","4,170,315",(주)한국고용정보,주식회사 엠피씨플러스,주식회사 케이티아이에스,(주)케이티씨에스,,,,,0%,#DIV/0!,"참여업체수 8건 (엠지신용정보 주식회사, (주)윌앤비전, 주식회사 트랜스코스모스코리아, 주식회사 휴넥트 등)",,1.0,,,"2,101,839,000",36.0,"58,384,417",6.0
2023-02-01 00:00:00,보건복지부,23~25년 자살예방상담전화(1393) 운영지원,18,18,18,36.0,"2,466,000,000","68,500,000","3,805,556","3,805,556","3,805,556","3,805,556",유찰-단독응찰,,,,,,,,0%,#DIV/0!,,,,1.0,,"2,466,000,000",36.0,"68,500,000",6.0
2023-02-01 00:00:00,사회복지법인 밀알복지 재단,밀알복지재단 후원회원 미납관리 통합콜센터 운영 용역 입찰공고,4,4,4,6.0,"90,000,000","15,000,000","3,750,000","3,750,000","3,750,000","3,750,000",주식회사 헬퍼스하이,마케팅앤컴퍼니,주식회사 인사이드잡,주식회사김앤김,"81,818,182","79,752,000","81,350,782","70,920,000",91%,2.50%,,,1.0,,,"81,818,182",6.0,"13,636,364",2.0
2023-02-01 00:00:00,서울특별시,2023년 서울 청년수당 서류검증단 및 전담 콜센터 운영 용역,6,6,6,11.0,"284,252,000","25,841,091","4,306,848","4,306,848","4,306,848","4,306,848",주식회사 엠피씨플러스,엠지신용정보 주식회사,주식회사 케이티아이에스,주식회사 콜포유,"278,688,000","275,246,730","276,960,000","283,563,500",98%,1.20%,참여업체수 5건 (주식회사 라이온코리아 등),,1.0,,,"278,688,000",11.0,"25,335,273",3.0
2023-02-01 00:00:00,서울특별시,2023년 서울시 청년 대중교통비 지원사업 콜센터 운영 용역,5,5,5,13.0,"230,000,000","17,692,308","3,538,462","3,538,462","3,538,462","3,538,462",주식회사 엠피씨플러스,주식회사 콜포유,주식회사 브랜드콘텐츠,주식회사김앤김,"227,982,000","227,950,800","207,000,000",,99%,0.00%,,,1.0,,,"227,982,000",13.0,"17,537,077",4.0
2023-02-01 00:00:00,아동권리보장원,2023년 자립준비청년 전용 상담센터(자립정보ON) 위탁운영,3,3,3,11.0,"100,000,000","9,090,909","3,030,303","3,030,303","3,030,303","3,030,303",주식회사 콜포유,(주)큐앤에이네트웍스,,,"99,891,000","97,180,000",,,100%,2.70%,,,1.0,,,"99,891,000",11.0,"9,081,000",3.0
2023-02-01 00:00:00,인천광역시교육청,지능형 나이스 상담센터 위탁 운영 용역,5.5,5.5,5.5,10.0,"207,955,000","20,795,500","3,781,000","3,781,000","3,781,000","3,781,000",주식회사 텔레앤테크,주식회사 콜포유,,,"205,033,070","207,636,000",,,99%,-1.30%,,,1.0,,,"205,033,070",10.0,"20,503,307",3.0
2023-02-01 00:00:00,재단법인서울문화재단,2023년 서울형 청년문화패스 콜센터 대행용역,4,6,5,11.0,"171,400,000","15,581,818","3,895,455","2,596,970","3,246,212","3,116,364",주식회사 브랜드콘텐츠,인트로맨(주),주식회사 텔레앤테크,주식회사 콜포유,"154,260,000","169,248,337","167,110,570","171,294,265",90%,-9.70%,,,1.0,,,"154,260,000",11.0,"14,023,636",3.0
2023-02-01 00:00:00,한국문화재재단,2023년 궁능 활용 프로그램 콜센터 위탁,2,4,3,10.0,"76,000,000","7,600,000","3,800,000","1,900,000","2,850,000","2,533,333",주식회사 한국클라우드,주식회사 텔레앤테크,주식회사 콜포유,주식회사 인사이드잡,"74,811,158","73,625,260","75,864,800","75,641,189",98%,1.60%,,,1.0,,,"74,811,158",10.0,"7,481,116",3.0
2023-02-01 00:00:00,한국문화정보원,2023년~2024년도 문화비 소득공제 업무지원 및 민원안내 고객센터 운영 용역,5,13,9,24.0,"480,000,000","20,000,000","4,000,000","1,538,462","2,769,231","2,222,222",효성아이티엑스 주식회사,(주) 윌앤비전,,,"479,614,860","479,966,300",,,100%,-0.10%,,,1.0,,,"479,614,860",24.0,"19,983,953",5.0
2023-02-01 00:00:00,한국산림복지진흥원,2023년 숲e랑 운영관리 및 고객지원센터 운영,11,11,11,11.0,"502,000,000","45,636,364","4,148,760","4,148,760","4,148,760","4,148,760",유찰-단독응찰,,,,,,,,0%,#DIV/0!,,,,1.0,,"502,000,000",11.0,"45,636,364",3.0
2023-02-01 00:00:00,한국에너지공단,2023년 에너지바우처 콜센터 위탁용역,6,6,6,12.0,"275,000,000","22,916,667","3,819,444","3,819,444","3,819,444","3,819,444",(주)아이앤씨에스,,,,"268,675,000",,,,98%,100.00%,"단독응찰로 인한 유찰, 수의계약 전환",,1.0,,,"268,675,000",12.0,"22,389,583",3.0
2023-02-01 00:00:00,한국예술인복지재단,한국예술인복지재단 고객상담센터 위탁운영 용역,6,6,6,11.0,"438,000,000","39,818,182","6,636,364","6,636,364","6,636,364","6,636,364",주식회사 텔레앤테크,주식회사 트랜스코스모스코리아,주식회사 제니엘,주식회사 한국클라우드,"421,724,183","417,492,900","433,385,700","430,694,395",96%,1.00%,참여업체수 5건 (주식회사 콜포유 등),,1.0,,,"421,724,183",11.0,"38,338,562",3.0
2023-02-01 00:00:00,한국환경공단,2023년 탄소중립포인트제 참여지원 콜센터 위탁운영,4,4,4,8.0,"138,001,000","17,250,125","4,312,531","4,312,531","4,312,531","4,312,531",주식회사 한국클라우드,주식회사 텔레앤테크,주식회사 콜포유,,"137,302,000","129,241,960","137,429,600",,99%,5.90%,,,1.0,,,"137,302,000",8.0,"17,162,750",3.0
2023-03-01 00:00:00,과학기술인공제회,과학기술인공제회 회원상담 콜센터 위탁 운영 ,11,11,11,36.0,"2,059,347,000","57,204,083","5,200,371","5,200,371","5,200,371","5,200,371",공고기관 직접 집행,,,,,,,,0%,#DIV/0!,,,,,1.0,"2,059,347,000",36.0,"57,204,083",6.0
2023-03-01 00:00:00,국가평생교육진흥원,2023년 평생교육바우처.장애인평생교육바우처 상담콜센터 위탁 운영,8,23,15.5,12.0,"593,000,000","49,416,667","6,177,083","2,148,551","4,162,817","3,188,172",(주) 윌앤비전,주식회사 한국클라우드,주식회사 메타엠,엘비유세스 주식회사,"592,831,800","591,064,907","581,151,780","591,624,000",100%,0.30%,참여업체수 5건 ((주)아데코코리아 등),,1.0,,,"592,831,800",12.0,"49,402,650",3.0
2023-03-01 00:00:00,서민금융진흥원,2023년 청년도약계좌 상담센터(콜센터) 위탁운영,200,200,200,20.0,"9,603,000,000","480,150,000","2,400,750","2,400,750","2,400,750","2,400,750",(주)케이티씨에스,엠지신용정보 주식회사,주식회사 엠피씨플러스,나이스신용정보 주식회사,,,,,0%,#DIV/0!,,,1.0,,,"9,603,000,000",20.0,"480,150,000",5.0
